MeanTemp,Description,Incidents,Level
22,LARCENY FROM AUTO,8.333333333,High
22,RAPE,0.833333333,Low
22,ROBBERY - CARJACKING,0.166666667,Low
22,ROBBERY - COMMERCIAL,1.5,Low
22,ROBBERY - RESIDENCE,0.666666667,Low
22,ROBBERY - STREET,6.833333333,High
22,SHOOTING,0.833333333,Low
23,AGG. ASSAULT,10.25,High
23,ARSON,0.5,Low
23,AUTO THEFT,9.25,High
23,BURGLARY,10.75,High
23,COMMON ASSAULT,14.75,High
23,HOMICIDE,0.5,Low
23,LARCENY,24.75,High
23,LARCENY FROM AUTO,11.5,High
23,RAPE,0.25,Low
23,ROBBERY - CARJACKING,0.5,Low
23,ROBBERY - COMMERCIAL,2.5,Low
23,ROBBERY - RESIDENCE,0.25,Low
23,ROBBERY - STREET,4,High
23,SHOOTING,1,Low
24,AGG. ASSAULT,7.416666667,High
24,ARSON,0.333333333,Low
24,AUTO THEFT,11.41666667,High
24,BURGLARY,15.91666667,High
24,COMMON ASSAULT,13.75,High
24,HOMICIDE,0.416666667,Low
24,LARCENY,19.75,High
24,LARCENY FROM AUTO,9.666666667,High
24,RAPE,0.666666667,Low
24,ROBBERY - CARJACKING,1.083333333,Low
24,ROBBERY - COMMERCIAL,2.083333333,Low
24,ROBBERY - RESIDENCE,1.166666667,Low
24,ROBBERY - STREET,6.5,High
24,SHOOTING,0.916666667,Low
25,AGG. ASSAULT,7.5,High
25,ARSON,0.25,Low
25,AUTO THEFT,9.75,High
25,BURGLARY,17.5,High
25,COMMON ASSAULT,17,High
25,HOMICIDE,0.5,Low
25,LARCENY,23.25,High
25,LARCENY FROM AUTO,11.5,High
25,RAPE,1.25,Low
25,ROBBERY - CARJACKING,1.75,Low
25,ROBBERY - COMMERCIAL,3.75,Low
25,ROBBERY - RESIDENCE,1,Low
25,ROBBERY - STREET,8.5,High
25,SHOOTING,0.25,Low
26,AGG. ASSAULT,8.428571429,High
26,ARSON,0.714285714,Low
26,AUTO THEFT,12.14285714,High
26,BURGLARY,18.85714286,High
26,COMMON ASSAULT,15,High
26,HOMICIDE,0.714285714,Low
26,LARCENY,25,High
26,LARCENY FROM AUTO,12.28571429,High
26,RAPE,0.571428571,Low
26,ROBBERY - CARJACKING,0.714285714,Low
26,ROBBERY - COMMERCIAL,2.571428571,Low
26,ROBBERY - RESIDENCE,0.571428571,Low
26,ROBBERY - STREET,7.857142857,High
26,SHOOTING,1.714285714,Low
27,AGG. ASSAULT,12.6,High
27,ARSON,0.4,Low
27,AUTO THEFT,7.8,High
27,BURGLARY,13,High
27,COMMON ASSAULT,18.8,High
27,HOMICIDE,0.6,Low
27,LARCENY,23.6,High
27,LARCENY FROM AUTO,11.2,High
27,RAPE,0.6,Low
27,ROBBERY - CARJACKING,0.6,Low
27,ROBBERY - COMMERCIAL,2.2,Low
27,ROBBERY - RESIDENCE,0.6,Low
27,ROBBERY - STREET,6,High
27,SHOOTING,1.6,Low
28,AGG. ASSAULT,11.46666667,High
28,ARSON,0.333333333,Low
28,AUTO THEFT,11.13333333,High
28,BURGLARY,14.66666667,High
28,COMMON ASSAULT,17.53333333,High
28,HOMICIDE,0.866666667,Low
28,LARCENY,24.53333333,High
28,LARCENY FROM AUTO,12.2,High
28,RAPE,0.266666667,Low
28,ROBBERY - CARJACKING,1.133333333,Low
28,ROBBERY - COMMERCIAL,2.2,Low
28,ROBBERY - RESIDENCE,1,Low
28,ROBBERY - STREET,7.266666667,High
28,SHOOTING,2,Low
29,AGG. ASSAULT,13.5,High
29,ARSON,0.5,Low
29,AUTO THEFT,11.41666667,High
29,BURGLARY,15.33333333,High
29,COMMON ASSAULT,20.5,High
29,HOMICIDE,0.333333333,Low
29,LARCENY,24.91666667,High
29,LARCENY FROM AUTO,13.58333333,High
29,RAPE,0.583333333,Low
29,ROBBERY - CARJACKING,0.833333333,Low
29,ROBBERY - COMMERCIAL,1.583333333,Low
29,ROBBERY - RESIDENCE,0.833333333,Low
29,ROBBERY - STREET,9.25,High
29,SHOOTING,1.416666667,Low
30,AGG. ASSAULT,10.84615385,High
30,ARSON,0.615384615,Low
30,AUTO THEFT,12.15384615,High
30,BURGLARY,17.15384615,High
30,COMMON ASSAULT,20.30769231,High
30,HOMICIDE,0.846153846,Low
30,LARCENY,23.53846154,High
30,LARCENY FROM AUTO,13.15384615,High
30,RAPE,0.538461538,Low
30,ROBBERY - CARJACKING,1.769230769,Low
30,ROBBERY - COMMERCIAL,3.230769231,Low
30,ROBBERY - RESIDENCE,1.230769231,Low
30,ROBBERY - STREET,7.230769231,High
30,SHOOTING,1.615384615,Low
31,AGG. ASSAULT,11.29411765,High
31,ARSON,0.352941176,Low
31,AUTO THEFT,9.823529412,High
31,BURGLARY,15.05882353,High
31,COMMON ASSAULT,17.88235294,High
31,HOMICIDE,0.411764706,Low
31,LARCENY,23.64705882,High
31,LARCENY FROM AUTO,13.23529412,High
31,RAPE,0.529411765,Low
31,ROBBERY - CARJACKING,1.529411765,Low
31,ROBBERY - COMMERCIAL,2.764705882,Low
31,ROBBERY - RESIDENCE,0.882352941,Low
31,ROBBERY - STREET,7.882352941,High
31,SHOOTING,1,Low
32,AGG. ASSAULT,9.523809524,High
32,ARSON,0.428571429,Low
32,AUTO THEFT,10.19047619,High
32,BURGLARY,13.33333333,High
32,COMMON ASSAULT,17.95238095,High
32,HOMICIDE,0.380952381,Low
32,LARCENY,24,High
32,LARCENY FROM AUTO,13.0952381,High
32,RAPE,0.571428571,Low
32,ROBBERY - CARJACKING,1.142857143,Low
32,ROBBERY - COMMERCIAL,2.666666667,Low
32,ROBBERY - RESIDENCE,1.523809524,Low
32,ROBBERY - STREET,6.476190476,High
32,SHOOTING,0.476190476,Low
33,AGG. ASSAULT,11.30769231,High
33,ARSON,0.346153846,Low
33,AUTO THEFT,9.576923077,High
33,BURGLARY,15.11538462,High
33,COMMON ASSAULT,19.19230769,High
33,HOMICIDE,0.538461538,Low
33,LARCENY,23,High
33,LARCENY FROM AUTO,13.15384615,High
33,RAPE,0.307692308,Low
33,ROBBERY - CARJACKING,0.653846154,Low
33,ROBBERY - COMMERCIAL,2.230769231,Low
33,ROBBERY - RESIDENCE,1.269230769,Low
33,ROBBERY - STREET,6.769230769,High
33,SHOOTING,1.653846154,Low
34,AGG. ASSAULT,12.41666667,High
34,ARSON,0.291666667,Low
34,AUTO THEFT,9.666666667,High
34,BURGLARY,16.79166667,High
34,COMMON ASSAULT,17.08333333,High
34,HOMICIDE,0.708333333,Low
34,LARCENY,26.45833333,High
34,LARCENY FROM AUTO,14.20833333,High
34,RAPE,0.666666667,Low
34,ROBBERY - CARJACKING,1.583333333,Low
34,ROBBERY - COMMERCIAL,2.541666667,Low
34,ROBBERY - RESIDENCE,1.416666667,Low
34,ROBBERY - STREET,8.166666667,High
34,SHOOTING,1.25,Low
35,AGG. ASSAULT,11.79487179,High
35,ARSON,0.358974359,Low
35,AUTO THEFT,10.74358974,High
35,BURGLARY,18,High
35,COMMON ASSAULT,19.12820513,High
35,HOMICIDE,0.743589744,Low
35,LARCENY,24.28205128,High
35,LARCENY FROM AUTO,14.25641026,High
35,RAPE,0.897435897,Low
35,ROBBERY - CARJACKING,0.974358974,Low
35,ROBBERY - COMMERCIAL,2.923076923,Low
35,ROBBERY - RESIDENCE,0.871794872,Low
35,ROBBERY - STREET,7.179487179,High
35,SHOOTING,1.230769231,Low
36,AGG. ASSAULT,12.61538462,High
36,ARSON,0.423076923,Low
36,AUTO THEFT,9.923076923,High
36,BURGLARY,15.42307692,High
36,COMMON ASSAULT,18.76923077,High
36,HOMICIDE,0.538461538,Low
36,LARCENY,23.26923077,High
36,LARCENY FROM AUTO,13.65384615,High
36,RAPE,0.538461538,Low
36,ROBBERY - CARJACKING,1.038461538,Low
36,ROBBERY - COMMERCIAL,2.384615385,Low
36,ROBBERY - RESIDENCE,1.076923077,Low
36,ROBBERY - STREET,7.884615385,High
36,SHOOTING,1.461538462,Low
37,AGG. ASSAULT,12.25925926,High
37,ARSON,0.37037037,Low
37,AUTO THEFT,10.66666667,High
37,BURGLARY,18.51851852,High
37,COMMON ASSAULT,19.18518519,High
37,HOMICIDE,0.592592593,Low
37,LARCENY,24.7037037,High
37,LARCENY FROM AUTO,14.44444444,High
37,RAPE,0.481481481,Low
37,ROBBERY - CARJACKING,1.518518519,Low
37,ROBBERY - COMMERCIAL,2.814814815,Low
37,ROBBERY - RESIDENCE,1.925925926,Low
37,ROBBERY - STREET,9,High
37,SHOOTING,1.37037037,Low
38,AGG. ASSAULT,12.58333333,High
38,ARSON,0.555555556,Low
38,AUTO THEFT,10.19444444,High
38,BURGLARY,16.19444444,High
38,COMMON ASSAULT,18.27777778,High
38,HOMICIDE,0.777777778,Low
38,LARCENY,25.19444444,High
38,LARCENY FROM AUTO,15.13888889,High
38,RAPE,0.888888889,Low
38,ROBBERY - CARJACKING,1.555555556,Low
38,ROBBERY - COMMERCIAL,1.75,Low
38,ROBBERY - RESIDENCE,1.305555556,Low
38,ROBBERY - STREET,7.888888889,High
38,SHOOTING,1.75,Low
39,AGG. ASSAULT,12.32,High
39,ARSON,0.2,Low
39,AUTO THEFT,10.84,High
39,BURGLARY,17.24,High
39,COMMON ASSAULT,19.4,High
39,HOMICIDE,0.56,Low
39,LARCENY,26.16,High
39,LARCENY FROM AUTO,13.28,High
39,RAPE,0.68,Low
39,ROBBERY - CARJACKING,1.08,Low
39,ROBBERY - COMMERCIAL,1.48,Low
39,ROBBERY - RESIDENCE,1.44,Low
39,ROBBERY - STREET,8.56,High
39,SHOOTING,0.96,Low
40,AGG. ASSAULT,13.03703704,High
40,ARSON,0.777777778,Low
40,AUTO THEFT,9.444444444,High
40,BURGLARY,16.03703704,High
40,COMMON ASSAULT,20.22222222,High
40,HOMICIDE,0.407407407,Low
40,LARCENY,27.03703704,High
40,LARCENY FROM AUTO,16.22222222,High
40,RAPE,0.444444444,Low
40,ROBBERY - CARJACKING,1.185185185,Low
40,ROBBERY - COMMERCIAL,2.555555556,Low
40,ROBBERY - RESIDENCE,1.074074074,Low
40,ROBBERY - STREET,8.222222222,High
40,SHOOTING,1.259259259,Low
41,AGG. ASSAULT,12.21052632,High
41,ARSON,0.473684211,Low
41,AUTO THEFT,10.73684211,High
41,BURGLARY,16.94736842,High
41,COMMON ASSAULT,19.57894737,High
41,HOMICIDE,0.894736842,Low
41,LARCENY,26.18421053,High
41,LARCENY FROM AUTO,16.18421053,High
41,RAPE,0.631578947,Low
41,ROBBERY - CARJACKING,1.447368421,Low
41,ROBBERY - COMMERCIAL,2.842105263,Low
41,ROBBERY - RESIDENCE,1.289473684,Low
41,ROBBERY - STREET,9.105263158,High
41,SHOOTING,1.842105263,Low
42,AGG. ASSAULT,12.46666667,High
42,ARSON,0.433333333,Low
42,AUTO THEFT,9.933333333,High
42,BURGLARY,17.53333333,High
42,COMMON ASSAULT,21.46666667,High
42,HOMICIDE,0.633333333,Low
42,LARCENY,23.53333333,High
42,LARCENY FROM AUTO,16.1,High
42,RAPE,0.666666667,Low
42,ROBBERY - CARJACKING,0.966666667,Low
42,ROBBERY - COMMERCIAL,2.3,Low
42,ROBBERY - RESIDENCE,1.9,Low
42,ROBBERY - STREET,8.066666667,High
42,SHOOTING,1.366666667,Low
43,AGG. ASSAULT,12.48387097,High
43,ARSON,0.741935484,Low
43,AUTO THEFT,10.06451613,High
43,BURGLARY,16.67741935,High
43,COMMON ASSAULT,20.80645161,High
43,HOMICIDE,0.516129032,Low
43,LARCENY,26.61290323,High
43,LARCENY FROM AUTO,17.19354839,High
43,RAPE,0.580645161,Low
43,ROBBERY - CARJACKING,1.096774194,Low
43,ROBBERY - COMMERCIAL,2.387096774,Low
43,ROBBERY - RESIDENCE,1.064516129,Low
43,ROBBERY - STREET,8.193548387,High
43,SHOOTING,1.290322581,Low
44,AGG. ASSAULT,14.15384615,High
44,ARSON,0.384615385,Low
44,AUTO THEFT,11.65384615,High
44,BURGLARY,17.92307692,High
44,COMMON ASSAULT,19.73076923,High
44,HOMICIDE,0.576923077,Low
44,LARCENY,25.96153846,High
44,LARCENY FROM AUTO,17.11538462,High
44,RAPE,0.769230769,Low
44,ROBBERY - CARJACKING,0.923076923,Low
44,ROBBERY - COMMERCIAL,2.384615385,Low
44,ROBBERY - RESIDENCE,1,Low
44,ROBBERY - STREET,9.653846154,High
44,SHOOTING,1.846153846,Low
45,AGG. ASSAULT,13.5483871,High
45,ARSON,0.612903226,Low
45,AUTO THEFT,10.22580645,High
45,BURGLARY,16.83870968,High
45,COMMON ASSAULT,20.41935484,High
45,HOMICIDE,0.838709677,Low
45,LARCENY,23.5483871,High
45,LARCENY FROM AUTO,16.19354839,High
45,RAPE,0.516129032,Low
45,ROBBERY - CARJACKING,1.064516129,Low
45,ROBBERY - COMMERCIAL,2.322580645,Low
45,ROBBERY - RESIDENCE,1.580645161,Low
45,ROBBERY - STREET,8.903225806,High
45,SHOOTING,1.35483871,Low
46,AGG. ASSAULT,12.3125,High
46,ARSON,0.3125,Low
46,AUTO THEFT,10.71875,High
46,BURGLARY,16.65625,High
46,COMMON ASSAULT,19.84375,High
46,HOMICIDE,0.625,Low
46,LARCENY,24.84375,High
46,LARCENY FROM AUTO,15.25,High
46,RAPE,1.125,Low
46,ROBBERY - CARJACKING,1.15625,Low
46,ROBBERY - COMMERCIAL,2.21875,Low
46,ROBBERY - RESIDENCE,1.25,Low
46,ROBBERY - STREET,8.3125,High
46,SHOOTING,1.25,Low
47,AGG. ASSAULT,13.48648649,High
47,ARSON,0.351351351,Low
47,AUTO THEFT,10.27027027,High
47,BURGLARY,18.05405405,High
47,COMMON ASSAULT,18.59459459,High
47,HOMICIDE,0.810810811,Low
47,LARCENY,25.51351351,High
47,LARCENY FROM AUTO,15.97297297,High
47,RAPE,0.648648649,Low
47,ROBBERY - CARJACKING,1.162162162,Low
47,ROBBERY - COMMERCIAL,2.351351351,Low
47,ROBBERY - RESIDENCE,1.27027027,Low
47,ROBBERY - STREET,9.243243243,High
47,SHOOTING,1.432432432,Low
48,AGG. ASSAULT,10.57894737,High
48,ARSON,0.684210526,Low
48,AUTO THEFT,10.78947368,High
48,BURGLARY,19.78947368,High
48,COMMON ASSAULT,20.42105263,High
48,HOMICIDE,0.526315789,Low
48,LARCENY,29.36842105,High
48,LARCENY FROM AUTO,17.63157895,High
48,RAPE,1.210526316,Low
48,ROBBERY - CARJACKING,1.315789474,Low
48,ROBBERY - COMMERCIAL,2.947368421,Low
48,ROBBERY - RESIDENCE,1.105263158,Low
48,ROBBERY - STREET,9.526315789,High
48,SHOOTING,1.631578947,Low
49,AGG. ASSAULT,13.69230769,High
49,ARSON,0.307692308,Low
49,AUTO THEFT,10.38461538,High
49,BURGLARY,18.15384615,High
49,COMMON ASSAULT,20.34615385,High
49,HOMICIDE,0.538461538,Low
49,LARCENY,28.34615385,High
49,LARCENY FROM AUTO,15.26923077,High
49,RAPE,0.884615385,Low
49,ROBBERY - CARJACKING,1.384615385,Low
49,ROBBERY - COMMERCIAL,2.576923077,Low
49,ROBBERY - RESIDENCE,1,Low
49,ROBBERY - STREET,11.03846154,High
49,SHOOTING,1.076923077,Low
50,AGG. ASSAULT,14.5,High
50,ARSON,0.884615385,Low
50,AUTO THEFT,11.03846154,High
50,BURGLARY,22.84615385,High
50,COMMON ASSAULT,20.38461538,High
50,HOMICIDE,0.961538462,Low
50,LARCENY,24.65384615,High
50,LARCENY FROM AUTO,16.26923077,High
50,RAPE,0.384615385,Low
50,ROBBERY - CARJACKING,1.269230769,Low
50,ROBBERY - COMMERCIAL,2.576923077,Low
50,ROBBERY - RESIDENCE,1.5,Low
50,ROBBERY - STREET,9.269230769,High
50,SHOOTING,1.423076923,Low
51,AGG. ASSAULT,12.91176471,High
51,ARSON,0.529411765,Low
51,AUTO THEFT,10.20588235,High
51,BURGLARY,18.94117647,High
51,COMMON ASSAULT,20.85294118,High
51,HOMICIDE,0.705882353,Low
51,LARCENY,25.85294118,High
51,LARCENY FROM AUTO,16.11764706,High
51,RAPE,1.088235294,Low
51,ROBBERY - CARJACKING,1.352941176,Low
51,ROBBERY - COMMERCIAL,2.352941176,Low
51,ROBBERY - RESIDENCE,1.147058824,Low
51,ROBBERY - STREET,8.117647059,High
51,SHOOTING,1.205882353,Low
52,AGG. ASSAULT,13.04651163,High
52,ARSON,0.488372093,Low
52,AUTO THEFT,10.55813953,High
52,BURGLARY,17.58139535,High
52,COMMON ASSAULT,19.6744186,High
52,HOMICIDE,0.76744186,Low
52,LARCENY,26.6744186,High
52,LARCENY FROM AUTO,16.3255814,High
52,RAPE,0.813953488,Low
52,ROBBERY - CARJACKING,1.162790698,Low
52,ROBBERY - COMMERCIAL,1.930232558,Low
52,ROBBERY - RESIDENCE,1.023255814,Low
52,ROBBERY - STREET,9.76744186,High
52,SHOOTING,1.511627907,Low
53,AGG. ASSAULT,14.76190476,High
53,ARSON,0.666666667,Low
53,AUTO THEFT,10.9047619,High
53,BURGLARY,17.23809524,High
53,COMMON ASSAULT,21.28571429,High
53,HOMICIDE,0.619047619,Low
53,LARCENY,27.04761905,High
53,LARCENY FROM AUTO,14.66666667,High
53,RAPE,0.952380952,Low
53,ROBBERY - CARJACKING,1.238095238,Low
53,ROBBERY - COMMERCIAL,2.047619048,Low
53,ROBBERY - RESIDENCE,1.666666667,Low
53,ROBBERY - STREET,9.761904762,High
53,SHOOTING,1.095238095,Low
54,AGG. ASSAULT,13.34482759,High
54,ARSON,0.586206897,Low
54,AUTO THEFT,11.51724138,High
54,BURGLARY,19.10344828,High
54,COMMON ASSAULT,22.4137931,High
54,HOMICIDE,0.827586207,Low
54,LARCENY,27.03448276,High
54,LARCENY FROM AUTO,16.34482759,High
54,RAPE,1.034482759,Low
54,ROBBERY - CARJACKING,1.172413793,Low
54,ROBBERY - COMMERCIAL,2.551724138,Low
54,ROBBERY - RESIDENCE,1.517241379,Low
54,ROBBERY - STREET,8.689655172,High
54,SHOOTING,1.965517241,Low
55,AGG. ASSAULT,13.07142857,High
55,ARSON,0.535714286,Low
55,AUTO THEFT,11.39285714,High
55,BURGLARY,18.89285714,High
55,COMMON ASSAULT,19.57142857,High
55,HOMICIDE,0.464285714,Low
55,LARCENY,28.89285714,High
55,LARCENY FROM AUTO,15.5,High
55,RAPE,0.964285714,Low
55,ROBBERY - CARJACKING,0.892857143,Low
55,ROBBERY - COMMERCIAL,2.25,Low
55,ROBBERY - RESIDENCE,1.75,Low
55,ROBBERY - STREET,10,High
55,SHOOTING,1.321428571,Low
56,AGG. ASSAULT,12.72413793,High
56,ARSON,1.103448276,Low
56,AUTO THEFT,10.89655172,High
56,BURGLARY,21.96551724,High
56,COMMON ASSAULT,20.24137931,High
56,HOMICIDE,0.413793103,Low
56,LARCENY,26.96551724,High
56,LARCENY FROM AUTO,17.20689655,High
56,RAPE,1.172413793,Low
56,ROBBERY - CARJACKING,1.206896552,Low
56,ROBBERY - COMMERCIAL,2.586206897,Low
56,ROBBERY - RESIDENCE,1.482758621,Low
56,ROBBERY - STREET,9.862068966,High
56,SHOOTING,1.310344828,Low
57,AGG. ASSAULT,14.19047619,High
57,ARSON,0.476190476,Low
57,AUTO THEFT,11.33333333,High
57,BURGLARY,19.47619048,High
57,COMMON ASSAULT,21.28571429,High
57,HOMICIDE,0.857142857,Low
57,LARCENY,26.95238095,High
57,LARCENY FROM AUTO,18.04761905,High
57,RAPE,0.761904762,Low
57,ROBBERY - CARJACKING,1.380952381,Low
57,ROBBERY - COMMERCIAL,2.428571429,Low
57,ROBBERY - RESIDENCE,1.095238095,Low
57,ROBBERY - STREET,10.38095238,High
57,SHOOTING,2.19047619,Low
58,AGG. ASSAULT,12.4,High
58,ARSON,0.6,Low
58,AUTO THEFT,10.93333333,High
58,BURGLARY,18.93333333,High
58,COMMON ASSAULT,20.46666667,High
58,HOMICIDE,0.633333333,Low
58,LARCENY,28.03333333,High
58,LARCENY FROM AUTO,15.3,High
58,RAPE,0.666666667,Low
58,ROBBERY - CARJACKING,1.066666667,Low
58,ROBBERY - COMMERCIAL,2.3,Low
58,ROBBERY - RESIDENCE,1.533333333,Low
58,ROBBERY - STREET,9.066666667,High
58,SHOOTING,1.566666667,Low
59,AGG. ASSAULT,13.38888889,High
59,ARSON,0.777777778,Low
59,AUTO THEFT,10.27777778,High
59,BURGLARY,19.66666667,High
59,COMMON ASSAULT,22.16666667,High
59,HOMICIDE,1.055555556,Low
59,LARCENY,26.5,High
59,LARCENY FROM AUTO,18,High
59,RAPE,0.722222222,Low
59,ROBBERY - CARJACKING,0.833333333,Low
59,ROBBERY - COMMERCIAL,2.777777778,Low
59,ROBBERY - RESIDENCE,1.444444444,Low
59,ROBBERY - STREET,9.222222222,High
59,SHOOTING,2.222222222,Low
60,AGG. ASSAULT,13.90625,High
60,ARSON,0.5,Low
60,AUTO THEFT,11.25,High
60,BURGLARY,19.6875,High
60,COMMON ASSAULT,21.78125,High
60,HOMICIDE,0.875,Low
60,LARCENY,27,High
60,LARCENY FROM AUTO,16.875,High
60,RAPE,1.09375,Low
60,ROBBERY - CARJACKING,1.09375,Low
60,ROBBERY - COMMERCIAL,2.625,Low
60,ROBBERY - RESIDENCE,1,Low
60,ROBBERY - STREET,9.34375,High
60,SHOOTING,1.1875,Low
61,AGG. ASSAULT,14.03571429,High
61,ARSON,0.785714286,Low
61,AUTO THEFT,10.5,High
61,BURGLARY,19.85714286,High
61,COMMON ASSAULT,20.82142857,High
61,HOMICIDE,0.75,Low
61,LARCENY,27.03571429,High
61,LARCENY FROM AUTO,16.03571429,High
61,RAPE,0.607142857,Low
61,ROBBERY - CARJACKING,1.035714286,Low
61,ROBBERY - COMMERCIAL,1.75,Low
61,ROBBERY - RESIDENCE,1.714285714,Low
61,ROBBERY - STREET,9.5,High
61,SHOOTING,1.75,Low
62,AGG. ASSAULT,14.65714286,High
62,ARSON,0.685714286,Low
62,AUTO THEFT,11.54285714,High
62,BURGLARY,19.28571429,High
62,COMMON ASSAULT,21.37142857,High
62,HOMICIDE,0.828571429,Low
62,LARCENY,29.34285714,High
62,LARCENY FROM AUTO,16.42857143,High
62,RAPE,0.942857143,Low
62,ROBBERY - CARJACKING,1,Low
62,ROBBERY - COMMERCIAL,1.971428571,Low
